Helyiség;Kategória;Szint;Termék;Bolt;Hol kapható;Anyag / szín;Méret;Ár (Ft);Ármegjegyzés;Javasolt db;Összesen (Ft);Link;Miért illik;Mire figyelj;Ellenőrzés módja;Ellenőrizve;Link állapot;Pénznem;Eredeti ár;Eredeti részösszeg;Készlet / feltétel;Forintos költségútban;Ajánlás feltétele;Beköltözési prioritás;Prioritás indoka;Prioritás feltétele;Költségkizárás indoka
06-szoba;Pelenkázó / komód;prémium;ÄLSKVÄRD pelenkázóasztal/fiókos szekrény;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;nyír furnér + tömör nyír, fehér;94x77x106 cm;99990;;1;99990;https://www.ikea.com/hu/hu/p/aelskvaerd-pelenkazoasztal-fiokos-szekreny-nyir-feher-80466679/;"Valódi nyírfa erezet + fehér, zárt fiókok 38 cm belső mélységgel; a pelenkázó lap levétele után önálló komódként tovább használható – ez szolgálja legjobban a 'babával nő együtt' elvet.";;termékoldal;2026-09-20;200;HUF;99990;99990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Szoptatós/olvasó fotel;ajánlott;POÄNG hintaszék, nyír furnér, Knisa világosbézs;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;nyír furnér váz, világosbézs pamut/poliészter párna;standard POÄNG méret (68x82x95 cm);44990;;1;44990;https://www.ikea.com/hu/hu/p/poaeng-hintaszek-nyir-furner-knisa-vilagosbezs-s29429256/;Világos nyírfa váz és levehető, mosható huzatú világosbézs párna – a hintafunkció kifejezetten jó szoptatáshoz/altatáshoz.;;listaoldal;2026-09-20;200;HUF;44990;44990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Szoptatós/olvasó fotel;prémium;Jenny fotel, fehér bouclé (Micadoni Home);Bonami;online (bonami.hu), házhozszállítás egész Magyarországra;fehér bouclé kárpit;ülésmagasság 40 cm, háttámla magasság 32 cm;178360;akciós, eredeti 290 990 Ft;1;178360;https://www.bonami.hu/p/feher-bukle-fotel-jenny-micadoni-home;Törtfehér bouclé kárpit pontosan a stílushoz kért anyag – puha, meleg tapintású, magasabb minőségű darab.;A termékoldal nem jelez levehető/mosható huzatot – kisbabás háztartásban érdemes rákérdezni vásárlás előtt.;termékoldal;2026-09-20;200;HUF;178360;178360;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Sötétítés;ajánlott;FÖNSTERBLAD sötétítő roló, bézs;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;bézs textil, alumínium mechanika;80x155 cm (ablakmérethez válaszd a szélességet);6990;;1;6990;https://www.ikea.com/hu/hu/p/foensterblad-soetetito-rolo-bezs-50538456/;"Teljesen sötétítő, meleg bézs tónusú roló – önmagában megoldja a kötelező elsötétítést; elé/mellé tehető egy len hatású törtfehér függöny is a lágyabb megjelenésért.";;listaoldal;2026-09-20;200;HUF;6990;6990;;igen;;Prio 1;A ténylegesen használt alvóhely árnyékolását indulásra rendezzük.;;
06-szoba;Tároló kosár;ajánlott;KÄLKEN kosár;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;juta, natúr;46x30 cm;7990;;3;23970;https://www.ikea.com/hu/hu/p/kaelken-kosar-juta-60624038/;Természetes juta, alacsony, puha szélű forma – biztonságos játéktárolás a padlón, éles sarkok nélkül.;;listaoldal;2026-09-20;200;HUF;7990;23970;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Ágynemű/takaró;ajánlott;LEN takaró, muszlin;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;fehér-bézs pöttyös, pamut muszlin;80x100 cm;3990;;2;7980;https://www.ikea.com/hu/hu/p/len-takaro-feher-bezs-poettyoes-muszlin-90625098/;Off-white pöttyös pamut muszlin – pontosan a kért natúr, puha babatakaró.;;listaoldal;2026-09-20;200;HUF;3990;7980;;igen;;Prio 2;"A külön muszlintakaró vásárlása nem része a minimális bútorozási csomagnak; meglévő megfelelő textil használható.";;
06-szoba;Ágynemű/takaró;ajánlott;BARNDRÖM gumis lepedő gyerekágyhoz;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;fehér, pamut;70x160 cm;2990;;2;5980;https://www.ikea.com/hu/hu/p/barndroem-gumis-lepedo-gyerekagyhoz-feher-90622863/;Egyszerű fehér pamut gumis lepedő – semleges alap, minden akcentushoz illik.;"70x160-as méret a SNIGLAR kiságyhoz; a 60x120-as kiságyakhoz (SUNDVIK/ÄLSKVÄRD) külön, kisebb méretű lepedő kell.";listaoldal;2026-09-20;200;HUF;2990;5980;;igen;;Prio 1;A használt kiságymatracra illő lepedő szükséges.;;
07-dolgozo;Asztali rendszerező (bambusz);ajánlott;SIGFINN Monitor állvány, rögzített magasságú, bambusz furnér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;bambusz furnér;monitor alá helyezhető állvány, tárolóhellyel alatta;7990;;1;7990;https://www.ikea.com/hu/hu/p/sigfinn-monitor-allvany-roegzitett-magassagu-bambusz-furner-20362929/;Természetes bambusz textúra az asztalon, és az emelt monitor alatt hely marad jegyzettömbnek, kábeleknek – rendet ad a felületnek.;"Ez elsősorban monitorállvány, nem klasszikus toll-/irattartó doboz; a listán szereplő bambusz asztali rendező funkcióját ez tölti be legjobban IKEA kínálatból.";listaoldal;2026-09-20;200;HUF;7990;7990;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Fali kép / botanikus poszter;ajánlott;KNOPPÄNG Képkeret poszterrel, kert (2 db);IKEA;online (IKEA.hu) + IKEA Budaörs áruház;"farostlemez keret, papírfólia bevonat; botanikus vonalrajz motívum";40x50 cm / darab;6490;/2 db szett;1;6490;https://www.ikea.com/hu/hu/p/knoppaeng-kepkeret-poszterrel-kert-40465771/;Botanikus, letisztult vonalrajzok vékony kerettel – illik az 'erdő, levél, botanikus lap' témához, olcsó belépő a dolgozó falára.;A keret színe a terméklapon nem egyértelműen világos fa (a képeken fekete/semleges tónusú keret is látszik) – rendelés előtt érdemes a pontos kerettónust ellenőrizni, hogy világos fa hatású legyen.;termékoldal;2026-09-20;200;HUF;6490;6490;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Fényszűrő függöny;ajánlott;LENDA Függöny elkötővel, 1 pár, törtfehér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;100% pamut (min. 50% újrahasznosított), törtfehér;140x250 cm / panel;11990;;1;11990;https://www.ikea.com/hu/hu/p/lenda-fueggoeny-elkoetovel-1-par-toertfeher-fueggoenyrancolo-szalaggal-10633243/;Pamut, len-hatású fényszűrő függöny törtfehérben – a krém bézs ajtókhoz hangolt meleg alapszín, tompítja a fényt, de nem sötétít el.;"Nem valódi len, hanem pamut; ellenőrizni kell, hogy az ablak szélességéhez elég anyagmennyiséget ad-e (a szabály szerint az ablak 2x szélessége ajánlott).";termékoldal;2026-09-20;200;HUF;11990;11990;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Irodai szék;ajánlott;LÅNGFJÄLL Szék, Gunnared bézs/fehér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;Gunnared bézs szövet, fehér csillag alapú alumínium lábazat;szabványos irodai szék, állítható magasság, deréktámasszal;69990;;1;69990;https://www.ikea.com/hu/hu/p/langfjaell-szek-gunnared-bezs-feher-s19252366/;Ikonikus skandináv formavilág, világos bézs kárpit, letisztult váz – ergonomikus, de nem sportos/gamer hatású, jól illik a fa-fehér-bézs alaphangulathoz.;A lábazat világos, alumínium színű (nem matt fekete), ez a ház fém-szabályától kis eltérés, de nem hivalkodó fényes króm.;termékoldal;2026-09-20;200;HUF;69990;69990;;nem;;Prio 2;"A használathoz szükséges darabot hozzátok; ez a konkrét új termék csak későbbi cserejelölt.";Nem szükséges új beszerzés. Csak akkor kerül vissza a költségbe, ha külön csere mellett döntötök.;"A dolgozóasztalt és a széket hozzátok; a funkció meglévő darabbal megoldott."
07-dolgozo;Irodai szék;olcsóbb;FLINTAN Irodai szék, bézs;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;bézs poliészter kárpit (min. 90% újrahasznosított), fa furnér ülésváz;szabványos irodai szék, állítható magasság;24990;;1;24990;https://www.ikea.com/hu/hu/p/flintan-irodai-szek-bezs-70492202/;Egyszerű, letisztult forma, semleges bézs textil – nem 'gamer szék' megjelenésű, belefér a szoba visszafogott palettájába.;Karfa nélküli alapváltozat (karfás verzió külön kapható), kevésbé ergonomikus, mint a magasabb kategóriás modellek.;termékoldal;2026-09-20;200;HUF;24990;24990;;nem;;Prio 2;"A használathoz szükséges darabot hozzátok; ez a konkrét új termék csak későbbi cserejelölt.";Nem szükséges új beszerzés. Csak akkor kerül vissza a költségbe, ha külön csere mellett döntötök.;"A dolgozóasztalt és a széket hozzátok; a funkció meglévő darabbal megoldott."
07-dolgozo;Irodai szék;prémium;HATTEFJÄLL Irodai szék karfákkal, Gunnared bézs/fehér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;Gunnared bézs/fehér kéttónusú szövet, fehér alumínium lábazat, fekete görgők;ülésmagasság 46-56 cm, állítható deréktámasz és karfa;99990;;1;99990;https://www.ikea.com/hu/hu/p/hattefjaell-irodai-szek-karfakkal-gunnared-bezs-feher-60538955/;Teljesen állítható deréktámasz, ülésmélység és karfa – valódi irodai ergonómia, mégis bézs/fehér, letisztult, nem gamer-székes formanyelv.;"A legdrágább opció; a lábazat itt is világos alumínium, nem matt fekete.";termékoldal;2026-09-20;200;HUF;99990;99990;;nem;;Prio 2;"A használathoz szükséges darabot hozzátok; ez a konkrét új termék csak későbbi cserejelölt.";Nem szükséges új beszerzés. Csak akkor kerül vissza a költségbe, ha külön csere mellett döntötök.;"A dolgozóasztalt és a széket hozzátok; a funkció meglévő darabbal megoldott."
07-dolgozo;Kaspó (kicsi);ajánlott;MUSKOTBLOMMA Virágcserép/alátét, agyag;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;vörösagyag, matt, szilikonnal kezelt;Ø 15 cm, mag. 16 cm;2290;;2;4580;https://www.ikea.com/hu/hu/p/muskotblomma-viragcserep-alatet-bel-kuelter-agyag-30454891/;Matt terrakotta agyag – natúr, homokszínű felület a polcra vagy az asztalra kis növénynek.;;termékoldal;2026-09-20;200;HUF;2290;4580;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Kábelrendszerező;ajánlott;FÖRSÄSONG Kábelrendszerező tálca, fehér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;fehér porfestett acél, polipropilén heveder;38x11x17 cm;2990;;1;2990;https://www.ikea.com/hu/hu/p/foersaesong-kabelrendszerezo-talca-feher-00573188/;Az asztal alá csavarozható tálca összefogja a kábeleket és a hosszabbítót – kisgyerekes házban fontos, hogy ne lógjon szabad zsinór.;;termékoldal;2026-09-20;200;HUF;2990;2990;;igen;;Prio 1;"A használatba vett munkahely kábeleit rendezni kell; a konkrét tálca helyettesíthető.";"Prio 1, ha a dolgozó már beköltözéstől napi munkára kell; egyébként Prio 2. Használható meglévő eszköz kiváltja az új vásárlást.";
07-dolgozo;Nyitott fali polc;ajánlott;KLAVRESTRÖM Falipolc, tölgy;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;tömör tölgy, átlátszó akril lakkozás;60x20x17 cm;13990;;1;13990;https://www.ikea.com/hu/hu/p/klavrestroem-falipolc-toelgy-30601689/;Tömör tölgy nyitott polc a 'szépnek' – illeszkedik a szekrény tölgy tónusához, és betartja a 70% zárt / 30% nyitott arányt.;;termékoldal;2026-09-20;200;HUF;13990;13990;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Parafa üzenőtábla;ajánlott;FLÖNSA Üzenőtábla rajzszögekkel, parafa;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;természetes parafa, forgácslap hátlap;52x33 cm;2690;;1;2690;https://www.ikea.com/hu/hu/p/floensa-uezenotabla-rajzszoegekkel-parafa-60532468/;Természetes parafa felület jegyzeteknek, fotóknak – illik a fonott/természetes anyagok közé, és 15 rajzszöggel jár.;;termékoldal;2026-09-20;200;HUF;2690;2690;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Roló (fényvédelem);ajánlott;SANDVEDEL Roló, bézs;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;100% poliészter (min. 80% újrahasznosított), világos bézs, áttetsző szövet;80x250 cm;10990;;1;10990;https://www.ikea.com/hu/hu/p/sandvedel-rolo-bezs-30471843/;Fényszűrő (nem sötétítő) roló a monitor mögötti ellenfény tompítására, miközben a kilátás és a nappali fény megmarad.;"Áttetsző jellegű, nem ad teljes vakítás-mentességet erős, alacsony napállásnál; szükség esetén sötétítő rétegként a fényszűrő függöny mögé is felszerelhető.";termékoldal;2026-09-20;200;HUF;10990;10990;;igen;;Prio 1;A képernyős munkát zavaró besütést a használatba vételkor kezelni kell.;"Prio 1, ha a dolgozó már beköltözéstől napi munkára kell; egyébként Prio 2. Használható meglévő eszköz kiváltja az új vásárlást.";
07-dolgozo;Szőnyeg íróasztal alá;ajánlott;LOHALS Szőnyeg, síkszövött, natúr;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;100% juta, natúr;133x195 cm;24990;;1;24990;https://www.ikea.com/hu/hu/p/lohals-szonyeg-sikszoevoett-natur-30511288/;Sík szövésű natúr juta – a székgörgők jól futnak rajta, és ez a natúr rost fut végig a ház többi szőnyegén is.;"Juta nem mosható; guriguló székhez idővel enyhén kophat a szálszerkezete a legjáratosabb pontokon.";termékoldal;2026-09-20;200;HUF;24990;24990;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Zárt tárolószekrény;ajánlott;TONSTAD Szekrény tolóajtóval, tölgy furnér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;tölgy furnér, átlátszó akril lakkozás;81,7x37,2x119,9 cm;89990;;1;89990;https://www.ikea.com/hu/hu/p/tonstad-szekr-toloa-val-toelgy-furner-10489231/;Valódi tölgy furnér, tolóajtós zárt tárolás papírnak, a teteje pedig jó felület a nyomtatónak – ez a 'zárt tárolás a papírnak' elvet szolgálja ki.;;termékoldal;2026-09-20;200;HUF;89990;89990;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Zárt tárolószekrény;olcsóbb;BAGGEBO Tálalószekrény, fehér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;fehér, fóliázott forgácslap;78x30x92 cm;18990;;1;18990;https://www.ikea.com/hu/hu/p/baggebo-talaloszekreny-feher-40553616/;Kis helyen is elfér, van benne zárt (ajtós+fiókos) rész, olcsó belépő, ha nem kell nagy kapacitás.;Nem tölgy: fehér fóliás forgácslap, és a tárhely fele nyitott polc, nem teljesen zárt – papírt csak a zárt részbe érdemes tenni.;termékoldal;2026-09-20;200;HUF;18990;18990;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Zárt tárolószekrény;prémium;TONSTAD 6-fiókos szekrény, tölgy furnér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;tölgy furnér, átlátszó akril lakkozás, tömör tölgy fogantyúk;120x47x90 cm;149900;;1;149900;https://www.ikea.com/hu/hu/p/tonstad-6-fiokos-szekreny-toelgy-furner-50614624/;Nagyobb, minőségibb tölgy furnér komód, halkan záródó fiókokkal – bőven elég papírnak és irodaszernek, teteje jó hely a nyomtatónak.;Fiókos kivitel, nem polcos-ajtós, ezért nagy dobozos anyagoknak kevésbé praktikus, mint egy szekrény.;termékoldal;2026-09-20;200;HUF;149900;149900;;igen;;Prio 2;Az alap munkafelület és szék mellett későbbi tárolási vagy kényelmi/dekorációs fejlesztés.;;
07-dolgozo;Íróasztal;ajánlott;MITTZON Íróasztal, tölgy furnér/fekete;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;tölgy furnér, színezett átlátszó lakk / matt fekete acél láb;140x60 cm, mag. 65-85 cm (állítható);69990;;1;69990;https://www.ikea.com/hu/hu/p/mittzon-iroasztal-toelgy-furner-fekete-s79528051/;Valódi tölgy furnér lap matt lakkozással, matt fekete fémláb – pontosan a rögzített 'egy tölgy tónus + matt fekete fém' elvhez illik, és 140-160 cm-es célsávban van.;;termékoldal;2026-09-20;200;HUF;69990;69990;;nem;;Prio 2;"A használathoz szükséges darabot hozzátok; ez a konkrét új termék csak későbbi cserejelölt.";Nem szükséges új beszerzés. Csak akkor kerül vissza a költségbe, ha külön csere mellett döntötök.;"A dolgozóasztalt és a széket hozzátok; a funkció meglévő darabbal megoldott."
07-dolgozo;Íróasztal;olcsóbb;LAGKAPTEN / MITTBACK Íróasztal, fehérre pácolt tölgy hatás/fehér;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;fehérre pácolt tölgy hatású fólia forgácslapon, fehér láb;140x60 cm, mag. 73-96 cm (állítható);44990;;1;44990;https://www.ikea.com/hu/hu/p/lagkapten-mittback-iroasztal-feherre-pacolt-toelgy-hatas-feher-s19417305/;Ugyanolyan méretű és formájú, mint a MITTZON, csak jóval olcsóbb belépő megoldás egy dolgozószobába.;Nem valódi fa: fóliázott forgácslap 'tölgy hatással', a felület fehéres, hidegebb tónusú, mint a ház domináns meleg tölgy tónusa.;termékoldal;2026-09-20;200;HUF;44990;44990;;nem;;Prio 2;"A használathoz szükséges darabot hozzátok; ez a konkrét új termék csak későbbi cserejelölt.";Nem szükséges új beszerzés. Csak akkor kerül vissza a költségbe, ha külön csere mellett döntötök.;"A dolgozóasztalt és a széket hozzátok; a funkció meglévő darabbal megoldott."
07-dolgozo;Íróasztal;prémium;MITTZON Asztal ülő-/állómunkához, elektromos, tölgy furnér/fekete;IKEA;online (IKEA.hu) + IKEA Budaörs áruház;tölgy furnér, színezett átlátszó lakk / matt fekete elektromos állványzat;140x80 cm, mag. 62-126 cm (elektromosan állítható);169990;;1;169990;https://www.ikea.com/hu/hu/p/mittzon-asztal-uelo-allomunkahoz-elektromos-toelgy-furner-fekete-s69513955/;Elektromos állítású ülő-álló asztal valódi tölgy furnér lappal – ergonómiai lépésszint, miközben megtartja a ház tölgy+matt fekete anyagpárosítását.;"Nagyobb beruházás; a mélyebb 80 cm-es asztallap miatt érdemes ellenőrizni, hogy a szoba elrendezésében (ablakra merőlegesen) elfér-e.";termékoldal;2026-09-20;200;HUF;169990;169990;;nem;;Prio 2;"A használathoz szükséges darabot hozzátok; ez a konkrét új termék csak későbbi cserejelölt.";Nem szükséges új beszerzés. Csak akkor kerül vissza a költségbe, ha külön csere mellett döntötök.;"A dolgozóasztalt és a széket hozzátok; a funkció meglévő darabbal megoldott."
